contract_id,content_id,studio,royalty_rate,rate_per_play,territory,start_date,end_date,tier_threshold,tier_rate,minimum_guarantees,contract_text
C0531,Music_062,Apex Studios,0.0801,0.0115,"BR,US,DE,JP",2024-05-17,2026-08-05,150000,0.0098,8494.82,"DIGITAL LICENSE ROYALTY AGREEMENT: C0531
Title: Music_062 | Studio: Apex Studios
Authorized Territories: BR, US, DE, JP
Term: 2024-05-17 to 2026-08-05
Rate: $0.0115 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0098.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0532,Show_150,NovaPic,0.1236,0.0438,"BR,AU",2023-05-05,2025-10-21,50000,0.0372,14652.9,"DIGITAL LICENSE ROYALTY AGREEMENT: C0532
Title: Show_150 | Studio: NovaPic
Authorized Territories: BR, AU
Term: 2023-05-05 to 2025-10-21
Rate: $0.0438 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0372.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0533,Show_246,StellarSound,0.1335,0.0497,"US,CA,UK,DE,BR",2023-03-24,2025-05-12,100000,0.0422,17841.3,"DIGITAL LICENSE ROYALTY AGREEMENT: C0533
Title: Show_246 | Studio: StellarSound
Authorized Territories: US, CA, UK, DE, BR
Term: 2023-03-24 to 2025-05-12
Rate: $0.0497 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0422.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0534,Show_201,GridMedia,0.156,0.0216,"BR,IN",2023-11-03,2026-08-19,75000,0.0184,6473.91,"DIGITAL LICENSE ROYALTY AGREEMENT: C0534
Title: Show_201 | Studio: GridMedia
Authorized Territories: BR, IN
Term: 2023-11-03 to 2026-08-19
Rate: $0.0216 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0184.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0535,Movie_106,NeonFilms,0.119,0.0143,"IN,UK,US,CA,BR",2024-08-30,2026-03-23,100000,0.0122,13446.33,"DIGITAL LICENSE ROYALTY AGREEMENT: C0535
Title: Movie_106 | Studio: NeonFilms
Authorized Territories: IN, UK, US, CA, BR
Term: 2024-08-30 to 2026-03-23
Rate: $0.0143 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0122.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0536,Music_120,Apex Studios,0.1289,0.0125,"FR,AU,US,BR,UK",2023-02-27,2024-12-18,200000,0.0106,16976.67,"DIGITAL LICENSE ROYALTY AGREEMENT: C0536
Title: Music_120 | Studio: Apex Studios
Authorized Territories: FR, AU, US, BR, UK
Term: 2023-02-27 to 2024-12-18
Rate: $0.0125 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0106.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0537,Show_152,NovaPic,0.1588,0.0117,"FR,UK,JP,DE,CA",2023-03-15,2024-04-08,50000,0.0099,7262.76,"DIGITAL LICENSE ROYALTY AGREEMENT: C0537
Title: Show_152 | Studio: NovaPic
Authorized Territories: FR, UK, JP, DE, CA
Term: 2023-03-15 to 2024-04-08
Rate: $0.0117 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0099.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0538,Movie_367,StellarSound,0.1535,0.0296,"IN,UK",2023-01-15,2024-06-08,50000,0.0252,13102.44,"DIGITAL LICENSE ROYALTY AGREEMENT: C0538
Title: Movie_367 | Studio: StellarSound
Authorized Territories: IN, UK
Term: 2023-01-15 to 2024-06-08
Rate: $0.0296 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0252.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0539,Show_120,GridMedia,0.1433,0.0462,"CA,FR,US",2024-05-24,2026-12-10,50000,0.0393,12764.15,"DIGITAL LICENSE ROYALTY AGREEMENT: C0539
Title: Show_120 | Studio: GridMedia
Authorized Territories: CA, FR, US
Term: 2024-05-24 to 2026-12-10
Rate: $0.0462 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0393.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0540,Music_106,NeonFilms,0.1599,0.0188,"JP,CA,FR,DE,BR",2023-05-21,2025-03-11,75000,0.016,12089.76,"DIGITAL LICENSE ROYALTY AGREEMENT: C0540
Title: Music_106 | Studio: NeonFilms
Authorized Territories: JP, CA, FR, DE, BR
Term: 2023-05-21 to 2025-03-11
Rate: $0.0188 per play. 
Tiering: After 75000 plays, rate adjustments to $0.016.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0541,Movie_316,Apex Studios,0.1636,0.0417,"CA,FR,UK,AU",2024-03-01,2025-07-24,50000,0.0354,15844.42,"DIGITAL LICENSE ROYALTY AGREEMENT: C0541
Title: Movie_316 | Studio: Apex Studios
Authorized Territories: CA, FR, UK, AU
Term: 2024-03-01 to 2025-07-24
Rate: $0.0417 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0354.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0542,Movie_043,NovaPic,0.1496,0.0321,"UK,CA",2024-10-09,2027-04-27,150000,0.0273,7982.0,"DIGITAL LICENSE ROYALTY AGREEMENT: C0542
Title: Movie_043 | Studio: NovaPic
Authorized Territories: UK, CA
Term: 2024-10-09 to 2027-04-27
Rate: $0.0321 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0273.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0543,Movie_131,StellarSound,0.1176,0.0163,"UK,CA",2024-12-24,2027-08-11,150000,0.0139,4316.26,"DIGITAL LICENSE ROYALTY AGREEMENT: C0543
Title: Movie_131 | Studio: StellarSound
Authorized Territories: UK, CA
Term: 2024-12-24 to 2027-08-11
Rate: $0.0163 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0139.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0544,Movie_441,GridMedia,0.1394,0.0213,"UK,DE,AU",2024-04-06,2026-04-26,150000,0.0181,18078.06,"DIGITAL LICENSE ROYALTY AGREEMENT: C0544
Title: Movie_441 | Studio: GridMedia
Authorized Territories: UK, DE, AU
Term: 2024-04-06 to 2026-04-26
Rate: $0.0213 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0181.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0545,Movie_152,NeonFilms,0.1039,0.017,"CA,DE,UK,IN,US",2024-07-25,2026-02-15,50000,0.0145,15916.12,"DIGITAL LICENSE ROYALTY AGREEMENT: C0545
Title: Movie_152 | Studio: NeonFilms
Authorized Territories: CA, DE, UK, IN, US
Term: 2024-07-25 to 2026-02-15
Rate: $0.017 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0145.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0546,Show_089,Apex Studios,0.0992,0.0495,"AU,IN,UK",2023-02-24,2024-08-17,50000,0.0421,16425.72,"DIGITAL LICENSE ROYALTY AGREEMENT: C0546
Title: Show_089 | Studio: Apex Studios
Authorized Territories: AU, IN, UK
Term: 2023-02-24 to 2024-08-17
Rate: $0.0495 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0421.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0547,Movie_037,NovaPic,0.0913,0.016,"US,FR,JP",2024-01-08,2025-09-29,150000,0.0136,13694.08,"DIGITAL LICENSE ROYALTY AGREEMENT: C0547
Title: Movie_037 | Studio: NovaPic
Authorized Territories: US, FR, JP
Term: 2024-01-08 to 2025-09-29
Rate: $0.016 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0136.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0548,Movie_153,StellarSound,0.101,0.0201,"US,CA,JP,FR,DE",2023-06-30,2024-11-21,200000,0.0171,20615.96,"DIGITAL LICENSE ROYALTY AGREEMENT: C0548
Title: Movie_153 | Studio: StellarSound
Authorized Territories: US, CA, JP, FR, DE
Term: 2023-06-30 to 2024-11-21
Rate: $0.0201 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0171.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0549,Show_177,GridMedia,0.1585,0.0294,"AU,JP,IN",2023-07-23,2026-06-07,50000,0.025,4094.34,"DIGITAL LICENSE ROYALTY AGREEMENT: C0549
Title: Show_177 | Studio: GridMedia
Authorized Territories: AU, JP, IN
Term: 2023-07-23 to 2026-06-07
Rate: $0.0294 per play. 
Tiering: After 50000 plays, rate adjustments to $0.025.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0550,Music_161,NeonFilms,0.1477,0.023,"IN,BR",2023-07-24,2025-07-13,50000,0.0195,9837.98,"DIGITAL LICENSE ROYALTY AGREEMENT: C0550
Title: Music_161 | Studio: NeonFilms
Authorized Territories: IN, BR
Term: 2023-07-24 to 2025-07-13
Rate: $0.023 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0195.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0551,Show_102,Apex Studios,0.1691,0.0129,"UK,IN,DE,AU,CA",2024-02-01,2025-12-22,200000,0.011,13399.17,"DIGITAL LICENSE ROYALTY AGREEMENT: C0551
Title: Show_102 | Studio: Apex Studios
Authorized Territories: UK, IN, DE, AU, CA
Term: 2024-02-01 to 2025-12-22
Rate: $0.0129 per play. 
Tiering: After 200000 plays, rate adjustments to $0.011.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0552,Movie_438,NovaPic,0.0936,0.0388,"JP,UK,US",2024-12-09,2027-05-28,100000,0.033,24450.01,"DIGITAL LICENSE ROYALTY AGREEMENT: C0552
Title: Movie_438 | Studio: NovaPic
Authorized Territories: JP, UK, US
Term: 2024-12-09 to 2027-05-28
Rate: $0.0388 per play. 
Tiering: After 100000 plays, rate adjustments to $0.033.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0553,Movie_453,StellarSound,0.086,0.0155,"JP,IN,UK",2024-09-10,2026-02-02,150000,0.0132,12818.03,"DIGITAL LICENSE ROYALTY AGREEMENT: C0553
Title: Movie_453 | Studio: StellarSound
Authorized Territories: JP, IN, UK
Term: 2024-09-10 to 2026-02-02
Rate: $0.0155 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0132.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0554,Show_286,GridMedia,0.159,0.0355,"CA,BR,AU",2024-06-18,2026-09-06,200000,0.0302,22875.51,"DIGITAL LICENSE ROYALTY AGREEMENT: C0554
Title: Show_286 | Studio: GridMedia
Authorized Territories: CA, BR, AU
Term: 2024-06-18 to 2026-09-06
Rate: $0.0355 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0302.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0555,Movie_269,NeonFilms,0.1662,0.0187,"US,BR,JP,CA",2023-09-11,2025-07-02,150000,0.0159,21332.25,"DIGITAL LICENSE ROYALTY AGREEMENT: C0555
Title: Movie_269 | Studio: NeonFilms
Authorized Territories: US, BR, JP, CA
Term: 2023-09-11 to 2025-07-02
Rate: $0.0187 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0159.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0556,Movie_134,Apex Studios,0.1234,0.0189,"BR,US",2023-02-11,2025-05-01,200000,0.0161,23790.68,"DIGITAL LICENSE ROYALTY AGREEMENT: C0556
Title: Movie_134 | Studio: Apex Studios
Authorized Territories: BR, US
Term: 2023-02-11 to 2025-05-01
Rate: $0.0189 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0161.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0557,Movie_342,NovaPic,0.1533,0.0302,"CA,AU,IN,FR,US",2024-07-25,2027-07-10,150000,0.0257,14450.24,"DIGITAL LICENSE ROYALTY AGREEMENT: C0557
Title: Movie_342 | Studio: NovaPic
Authorized Territories: CA, AU, IN, FR, US
Term: 2024-07-25 to 2027-07-10
Rate: $0.0302 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0257.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0558,Music_004,StellarSound,0.0812,0.0393,"IN,CA,US,FR",2024-11-16,2026-08-08,75000,0.0334,5486.02,"DIGITAL LICENSE ROYALTY AGREEMENT: C0558
Title: Music_004 | Studio: StellarSound
Authorized Territories: IN, CA, US, FR
Term: 2024-11-16 to 2026-08-08
Rate: $0.0393 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0334.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0559,Movie_046,GridMedia,0.0962,0.0284,"AU,FR",2023-05-22,2026-03-07,200000,0.0241,19313.95,"DIGITAL LICENSE ROYALTY AGREEMENT: C0559
Title: Movie_046 | Studio: GridMedia
Authorized Territories: AU, FR
Term: 2023-05-22 to 2026-03-07
Rate: $0.0284 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0241.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0560,Movie_284,NeonFilms,0.1205,0.0416,"CA,BR",2024-12-08,2026-09-29,100000,0.0354,16603.25,"DIGITAL LICENSE ROYALTY AGREEMENT: C0560
Title: Movie_284 | Studio: NeonFilms
Authorized Territories: CA, BR
Term: 2024-12-08 to 2026-09-29
Rate: $0.0416 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0354.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0561,Show_153,Apex Studios,0.1331,0.0219,"CA,JP,AU",2023-02-26,2025-06-15,100000,0.0186,18206.24,"DIGITAL LICENSE ROYALTY AGREEMENT: C0561
Title: Show_153 | Studio: Apex Studios
Authorized Territories: CA, JP, AU
Term: 2023-02-26 to 2025-06-15
Rate: $0.0219 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0186.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0562,Music_149,NovaPic,0.1745,0.037,"AU,US,UK,BR",2023-06-29,2026-02-13,50000,0.0314,4996.75,"DIGITAL LICENSE ROYALTY AGREEMENT: C0562
Title: Music_149 | Studio: NovaPic
Authorized Territories: AU, US, UK, BR
Term: 2023-06-29 to 2026-02-13
Rate: $0.037 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0314.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0563,Movie_053,StellarSound,0.1359,0.0127,"IN,CA,JP,FR",2024-08-17,2027-06-03,75000,0.0108,5614.13,"DIGITAL LICENSE ROYALTY AGREEMENT: C0563
Title: Movie_053 | Studio: StellarSound
Authorized Territories: IN, CA, JP, FR
Term: 2024-08-17 to 2027-06-03
Rate: $0.0127 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0108.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0564,Music_022,GridMedia,0.101,0.0398,"FR,BR,UK,US",2023-03-06,2025-01-24,75000,0.0338,9710.44,"DIGITAL LICENSE ROYALTY AGREEMENT: C0564
Title: Music_022 | Studio: GridMedia
Authorized Territories: FR, BR, UK, US
Term: 2023-03-06 to 2025-01-24
Rate: $0.0398 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0338.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0565,Show_280,NeonFilms,0.1145,0.0294,"FR,DE,IN,AU,UK",2024-11-20,2027-09-06,200000,0.025,21165.1,"DIGITAL LICENSE ROYALTY AGREEMENT: C0565
Title: Show_280 | Studio: NeonFilms
Authorized Territories: FR, DE, IN, AU, UK
Term: 2024-11-20 to 2027-09-06
Rate: $0.0294 per play. 
Tiering: After 200000 plays, rate adjustments to $0.025.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0566,Music_178,Apex Studios,0.1609,0.0476,"CA,FR,IN,AU,UK",2023-03-20,2024-06-12,50000,0.0405,6737.96,"DIGITAL LICENSE ROYALTY AGREEMENT: C0566
Title: Music_178 | Studio: Apex Studios
Authorized Territories: CA, FR, IN, AU, UK
Term: 2023-03-20 to 2024-06-12
Rate: $0.0476 per play. 
Tiering: After 50000 plays, rate adjustments to $0.0405.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0567,Show_100,NovaPic,0.0965,0.0145,"FR,US,UK",2024-03-02,2026-11-17,75000,0.0123,13667.4,"DIGITAL LICENSE ROYALTY AGREEMENT: C0567
Title: Show_100 | Studio: NovaPic
Authorized Territories: FR, US, UK
Term: 2024-03-02 to 2026-11-17
Rate: $0.0145 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0123.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0568,Movie_209,StellarSound,0.1341,0.0153,"DE,IN",2023-03-06,2024-02-29,100000,0.013,11952.92,"DIGITAL LICENSE ROYALTY AGREEMENT: C0568
Title: Movie_209 | Studio: StellarSound
Authorized Territories: DE, IN
Term: 2023-03-06 to 2024-02-29
Rate: $0.0153 per play. 
Tiering: After 100000 plays, rate adjustments to $0.013.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0569,Movie_352,GridMedia,0.1672,0.0193,"JP,FR,IN,DE,AU",2024-07-15,2026-09-03,200000,0.0164,17005.12,"DIGITAL LICENSE ROYALTY AGREEMENT: C0569
Title: Movie_352 | Studio: GridMedia
Authorized Territories: JP, FR, IN, DE, AU
Term: 2024-07-15 to 2026-09-03
Rate: $0.0193 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0164.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0570,Movie_216,NeonFilms,0.1258,0.0327,"IN,AU,UK,BR",2023-02-18,2024-06-12,100000,0.0278,6364.09,"DIGITAL LICENSE ROYALTY AGREEMENT: C0570
Title: Movie_216 | Studio: NeonFilms
Authorized Territories: IN, AU, UK, BR
Term: 2023-02-18 to 2024-06-12
Rate: $0.0327 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0278.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0571,Movie_289,Apex Studios,0.1153,0.0282,"FR,DE,CA",2023-06-29,2026-04-14,75000,0.024,16419.18,"DIGITAL LICENSE ROYALTY AGREEMENT: C0571
Title: Movie_289 | Studio: Apex Studios
Authorized Territories: FR, DE, CA
Term: 2023-06-29 to 2026-04-14
Rate: $0.0282 per play. 
Tiering: After 75000 plays, rate adjustments to $0.024.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0572,Movie_279,NovaPic,0.1493,0.0367,"US,JP",2024-08-11,2025-12-04,75000,0.0312,6128.23,"DIGITAL LICENSE ROYALTY AGREEMENT: C0572
Title: Movie_279 | Studio: NovaPic
Authorized Territories: US, JP
Term: 2024-08-11 to 2025-12-04
Rate: $0.0367 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0312.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0573,Music_154,StellarSound,0.1241,0.0248,"JP,FR",2023-06-01,2025-04-21,75000,0.0211,15155.96,"DIGITAL LICENSE ROYALTY AGREEMENT: C0573
Title: Music_154 | Studio: StellarSound
Authorized Territories: JP, FR
Term: 2023-06-01 to 2025-04-21
Rate: $0.0248 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0211.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0574,Music_021,GridMedia,0.1248,0.049,"BR,AU",2023-05-29,2025-07-17,200000,0.0416,9285.09,"DIGITAL LICENSE ROYALTY AGREEMENT: C0574
Title: Music_021 | Studio: GridMedia
Authorized Territories: BR, AU
Term: 2023-05-29 to 2025-07-17
Rate: $0.049 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0416.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0575,Movie_110,NeonFilms,0.1728,0.0162,"DE,AU,UK,FR",2024-11-13,2026-03-08,200000,0.0138,24451.02,"DIGITAL LICENSE ROYALTY AGREEMENT: C0575
Title: Movie_110 | Studio: NeonFilms
Authorized Territories: DE, AU, UK, FR
Term: 2024-11-13 to 2026-03-08
Rate: $0.0162 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0138.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0576,Movie_119,Apex Studios,0.16,0.0391,"AU,US",2023-05-23,2026-02-06,150000,0.0332,10120.4,"DIGITAL LICENSE ROYALTY AGREEMENT: C0576
Title: Movie_119 | Studio: Apex Studios
Authorized Territories: AU, US
Term: 2023-05-23 to 2026-02-06
Rate: $0.0391 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0332.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0577,Music_142,NovaPic,0.1351,0.0223,"AU,JP,US",2023-12-01,2024-12-25,150000,0.019,16394.24,"DIGITAL LICENSE ROYALTY AGREEMENT: C0577
Title: Music_142 | Studio: NovaPic
Authorized Territories: AU, JP, US
Term: 2023-12-01 to 2024-12-25
Rate: $0.0223 per play. 
Tiering: After 150000 plays, rate adjustments to $0.019.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0578,Movie_138,StellarSound,0.1408,0.0178,"IN,US,AU,DE",2024-04-01,2026-12-17,200000,0.0151,7498.24,"DIGITAL LICENSE ROYALTY AGREEMENT: C0578
Title: Movie_138 | Studio: StellarSound
Authorized Territories: IN, US, AU, DE
Term: 2024-04-01 to 2026-12-17
Rate: $0.0178 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0151.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0579,Movie_107,GridMedia,0.1472,0.0135,"JP,US,FR,UK,IN",2023-06-01,2026-03-17,200000,0.0115,11374.53,"DIGITAL LICENSE ROYALTY AGREEMENT: C0579
Title: Movie_107 | Studio: GridMedia
Authorized Territories: JP, US, FR, UK, IN
Term: 2023-06-01 to 2026-03-17
Rate: $0.0135 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0115.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0580,Movie_307,NeonFilms,0.1654,0.0248,"JP,DE,IN,AU",2023-03-31,2024-09-21,100000,0.0211,2774.29,"DIGITAL LICENSE ROYALTY AGREEMENT: C0580
Title: Movie_307 | Studio: NeonFilms
Authorized Territories: JP, DE, IN, AU
Term: 2023-03-31 to 2024-09-21
Rate: $0.0248 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0211.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0581,Music_173,Apex Studios,0.1528,0.0278,"UK,BR,JP,IN",2023-05-23,2025-11-08,150000,0.0236,20582.92,"DIGITAL LICENSE ROYALTY AGREEMENT: C0581
Title: Music_173 | Studio: Apex Studios
Authorized Territories: UK, BR, JP, IN
Term: 2023-05-23 to 2025-11-08
Rate: $0.0278 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0236.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0582,Movie_009,NovaPic,0.1398,0.0157,"CA,BR,US,AU",2024-02-24,2026-10-11,100000,0.0133,13178.8,"DIGITAL LICENSE ROYALTY AGREEMENT: C0582
Title: Movie_009 | Studio: NovaPic
Authorized Territories: CA, BR, US, AU
Term: 2024-02-24 to 2026-10-11
Rate: $0.0157 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0133.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0583,Music_023,StellarSound,0.1714,0.0266,"IN,UK,BR",2024-01-26,2025-10-17,200000,0.0226,12897.7,"DIGITAL LICENSE ROYALTY AGREEMENT: C0583
Title: Music_023 | Studio: StellarSound
Authorized Territories: IN, UK, BR
Term: 2024-01-26 to 2025-10-17
Rate: $0.0266 per play. 
Tiering: After 200000 plays, rate adjustments to $0.0226.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0584,Movie_310,GridMedia,0.1354,0.0117,"AU,FR,CA,US",2023-01-03,2024-04-27,100000,0.0099,21278.17,"DIGITAL LICENSE ROYALTY AGREEMENT: C0584
Title: Movie_310 | Studio: GridMedia
Authorized Territories: AU, FR, CA, US
Term: 2023-01-03 to 2024-04-27
Rate: $0.0117 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0099.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0585,Show_057,NeonFilms,0.1063,0.0482,"BR,UK,IN,JP",2024-10-22,2026-05-15,150000,0.041,5293.98,"DIGITAL LICENSE ROYALTY AGREEMENT: C0585
Title: Show_057 | Studio: NeonFilms
Authorized Territories: BR, UK, IN, JP
Term: 2024-10-22 to 2026-05-15
Rate: $0.0482 per play. 
Tiering: After 150000 plays, rate adjustments to $0.041.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0586,Show_244,Apex Studios,0.0828,0.0406,"JP,AU",2024-08-02,2026-08-22,150000,0.0345,24872.49,"DIGITAL LICENSE ROYALTY AGREEMENT: C0586
Title: Show_244 | Studio: Apex Studios
Authorized Territories: JP, AU
Term: 2024-08-02 to 2026-08-22
Rate: $0.0406 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0345.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0587,Show_135,NovaPic,0.1668,0.0351,"JP,US",2023-09-23,2025-02-14,150000,0.0298,24420.82,"DIGITAL LICENSE ROYALTY AGREEMENT: C0587
Title: Show_135 | Studio: NovaPic
Authorized Territories: JP, US
Term: 2023-09-23 to 2025-02-14
Rate: $0.0351 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0298.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0588,Movie_292,StellarSound,0.1382,0.0158,"JP,UK,US",2023-10-07,2025-08-27,150000,0.0134,22262.14,"DIGITAL LICENSE ROYALTY AGREEMENT: C0588
Title: Movie_292 | Studio: StellarSound
Authorized Territories: JP, UK, US
Term: 2023-10-07 to 2025-08-27
Rate: $0.0158 per play. 
Tiering: After 150000 plays, rate adjustments to $0.0134.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0589,Movie_379,GridMedia,0.122,0.0465,"FR,CA,DE,AU",2024-10-05,2026-02-27,100000,0.0395,3596.09,"DIGITAL LICENSE ROYALTY AGREEMENT: C0589
Title: Movie_379 | Studio: GridMedia
Authorized Territories: FR, CA, DE, AU
Term: 2024-10-05 to 2026-02-27
Rate: $0.0465 per play. 
Tiering: After 100000 plays, rate adjustments to $0.0395.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0590,Music_090,NeonFilms,0.1565,0.034,"DE,FR,JP,BR",2024-12-05,2026-10-26,75000,0.0289,14733.53,"DIGITAL LICENSE ROYALTY AGREEMENT: C0590
Title: Music_090 | Studio: NeonFilms
Authorized Territories: DE, FR, JP, BR
Term: 2024-12-05 to 2026-10-26
Rate: $0.034 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0289.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0591,Show_130,Apex Studios,0.0896,0.0332,"JP,AU,IN,UK",2023-06-16,2024-09-08,75000,0.0282,2790.2,"DIGITAL LICENSE ROYALTY AGREEMENT: C0591
Title: Show_130 | Studio: Apex Studios
Authorized Territories: JP, AU, IN, UK
Term: 2023-06-16 to 2024-09-08
Rate: $0.0332 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0282.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
C0592,Movie_358,NovaPic,0.1018,0.0301,"BR,AU",2023-03-20,2024-06-12,75000,0.0256,20389.9,"DIGITAL LICENSE ROYALTY AGREEMENT: C0592
Title: Movie_358 | Studio: NovaPic
Authorized Territories: BR, AU
Term: 2023-03-20 to 2024-06-12
Rate: $0.0301 per play. 
Tiering: After 75000 plays, rate adjustments to $0.0256.
Compliance: Any distribution outside authorized regions or after expiry constitutes a breach."
